experience_years,course_grades,projects_completed,extracurriculars,job_offer,C++,Data Analysis,Java,Machine Learning,Python,SQL
0,89.17,1,3,0,2,2,0,0,0,0
0,61.43,1,0,0,0,2,2,0,0,0
5,74.61,2,0,0,1,0,0,0,0,0
3,79.17,3,3,0,0,0,0,1,0,0
2,67.46,5,3,1,0,0,0,0,0,1
2,64.81,4,2,1,2,0,0,2,0,0
0,94.81,9,3,1,3,0,3,0,0,3
4,97.58,9,2,0,0,0,0,0,0,1
1,63.15,6,4,0,2,0,2,0,0,0
4,73.96,5,1,1,2,2,0,0,0,0
4,98.33,3,0,1,3,0,3,3,0,0
5,63.33,9,3,0,2,0,0,0,2,0
0,85.75,8,0,1,0,0,0,0,2,2
0,98.89,6,4,0,0,3,3,3,0,0
0,99.13,0,1,1,2,2,0,0,0,0
5,78.85,7,3,1,2,0,0,0,0,2
3,66.51,3,2,1,0,2,0,2,0,0
4,68.08,6,2,1,0,0,0,0,2,2
5,95.58,1,3,0,0,1,0,0,0,0
2,96.47,2,3,0,0,2,2,0,0,0
1,84.32,0,4,1,0,0,0,0,1,0
3,90.65,1,1,0,0,0,0,1,0,0
2,89.6,4,3,0,3,3,0,0,0,3
4,86.47,1,2,0,2,2,0,0,0,0
0,93.09,5,1,0,3,0,0,3,0,3
4,87.42,5,3,1,0,2,0,2,0,0
5,81.36,5,1,0,1,0,0,0,0,0
1,69.48,2,4,1,0,0,0,0,1,0
5,89.76,2,3,1,0,0,2,2,0,0
3,78.94,9,3,0,1,0,0,0,0,0
3,71.79,6,1,1,0,2,0,0,0,2
1,92.08,3,3,1,3,3,0,0,0,3
2,87.87,5,1,1,3,0,0,3,3,0
2,97.49,7,1,1,3,3,3,0,0,0
3,66.62,2,3,0,0,0,0,0,0,1
3,85.97,8,2,1,0,3,3,0,3,0
0,69.77,8,4,0,2,0,0,2,0,0
2,96.14,2,1,0,0,3,3,0,0,3
1,63.98,5,2,1,0,0,3,3,3,0
2,86.25,4,1,1,0,0,0,0,1,0
0,91.64,3,2,0,3,3,0,3,0,0
5,74.2,7,3,0,0,0,3,3,3,0
3,98.17,9,4,1,2,0,2,0,0,0
3,94.03,8,2,0,0,2,0,0,0,2
0,71.78,8,0,1,3,0,0,3,0,3
1,60.3,4,1,0,3,0,0,3,3,0
3,71.87,4,2,0,0,0,3,3,0,3
4,71.25,2,4,1,0,2,2,0,0,0
3,95.6,8,4,0,3,0,0,0,3,3
4,98.68,0,4,0,1,0,0,0,0,0
0,62.82,2,2,0,0,0,0,0,1,0
0,78.85,6,2,1,0,1,0,0,0,0
3,81.93,6,3,1,2,0,0,2,0,0
2,63.72,4,0,0,3,0,3,0,0,3
4,75.1,5,2,0,0,0,0,0,0,1
1,72.68,3,3,0,0,1,0,0,0,0
3,81.44,7,1,1,0,0,1,0,0,0
1,86.45,3,0,0,0,0,2,2,0,0
3,88.14,9,4,1,1,0,0,0,0,0
2,65.47,5,0,0,0,3,3,3,0,0
2,92.52,4,1,1,0,1,0,0,0,0
2,87.14,9,2,1,0,0,1,0,0,0
5,95.56,5,2,1,2,2,0,0,0,0
2,77.97,2,3,0,0,0,3,3,3,0
0,95.76,2,2,1,0,0,0,0,0,1
0,94.63,9,2,0,1,0,0,0,0,0
5,77.54,6,0,0,0,0,0,0,0,1
4,75.25,0,1,0,0,0,0,0,0,1
1,97.31,0,4,0,0,0,0,1,0,0
3,88.61,0,4,1,1,0,0,0,0,0
3,97.13,5,3,1,0,2,0,0,2,0
5,91.88,3,1,1,0,0,0,0,1,0
0,84.37,5,0,1,0,0,0,2,2,0
3,64.63,0,4,0,0,0,0,0,1,0
0,71.66,3,3,1,0,0,0,1,0,0
4,98.75,3,2,1,1,0,0,0,0,0
1,72.78,1,2,0,3,0,0,3,0,3
4,63.73,0,0,0,0,0,0,2,0,2
5,88.3,7,4,0,0,2,0,0,0,2
2,89.36,5,2,0,0,3,3,0,0,3
2,71.42,3,3,0,2,2,0,0,0,0
2,71.91,1,3,1,0,0,0,2,2,0
4,78.76,4,4,0,0,0,0,0,2,2
3,60.87,8,0,1,1,0,0,0,0,0
1,91.57,6,3,0,3,0,3,0,3,0
2,72.68,3,1,1,0,0,0,3,3,3
5,94.15,4,3,0,3,0,3,0,0,3
5,92.11,7,0,1,3,3,0,3,0,0
2,86.46,4,3,1,0,0,3,0,3,3
2,72.99,5,2,0,0,1,0,0,0,0
1,80.65,9,0,0,0,0,0,0,2,2
2,77.79,5,2,1,3,3,3,0,0,0
1,73.56,7,2,0,0,2,0,2,0,0
5,93.93,4,4,0,0,0,0,0,0,1
2,79.34,0,0,1,2,0,0,0,2,0
4,93.31,3,2,1,3,0,3,0,0,3
4,64.21,2,4,0,0,0,3,3,3,0
5,65.64,1,4,1,1,0,0,0,0,0
1,99.09,6,2,1,0,0,0,0,0,1
4,83.51,6,2,0,3,0,3,3,0,0
1,80.39,7,1,0,2,0,0,0,2,0
4,80.93,9,0,0,0,3,3,3,0,0
4,68.61,4,4,0,0,0,1,0,0,0
1,88.75,0,0,0,0,3,0,3,3,0
3,63.39,5,4,0,0,2,0,0,2,0
4,82.93,5,3,0,0,0,0,0,0,1
2,82.83,7,3,0,0,0,2,0,0,2
5,96.57,9,4,0,3,0,0,0,3,3
3,81.05,1,1,1,3,0,3,3,0,0
1,65.48,8,3,1,0,1,0,0,0,0
3,82.91,5,0,1,0,0,2,2,0,0
0,63.65,0,2,0,3,0,0,0,3,3
0,68.15,8,0,1,3,3,0,3,0,0
4,61.24,7,0,1,0,0,1,0,0,0
4,80.53,9,0,0,0,0,0,0,2,2
2,63.38,0,4,0,0,0,0,0,1,0
5,78.78,7,4,1,0,0,0,0,0,1
3,97.32,6,0,0,0,0,3,3,3,0
0,88.79,4,2,0,0,3,3,0,0,3
4,63.1,5,1,1,0,0,0,2,2,0
5,68.97,3,1,0,0,0,0,2,2,0
3,86.95,8,3,1,3,0,3,3,0,0
4,95.79,8,3,1,0,0,2,0,0,2
4,61.32,9,2,0,0,3,3,3,0,0
0,92.5,0,0,0,1,0,0,0,0,0
0,82.47,8,4,1,0,0,0,1,0,0
4,81.84,2,3,1,0,0,2,0,0,2
1,98.31,1,0,0,2,0,2,0,0,0
4,89.91,3,1,1,3,0,3,0,0,3
5,94.0,3,2,0,0,1,0,0,0,0
4,74.16,8,4,1,0,3,0,0,3,3
2,82.17,3,4,0,0,0,0,2,2,0
2,84.62,4,3,1,0,2,0,2,0,0
2,72.86,5,0,0,0,2,2,0,0,0
1,82.81,3,4,0,2,0,0,0,0,2
1,69.47,0,1,0,0,0,0,0,0,1
4,65.74,1,1,1,0,1,0,0,0,0
2,74.96,2,2,0,0,1,0,0,0,0
1,89.57,3,2,1,0,1,0,0,0,0
0,96.65,4,1,1,3,0,3,0,3,0
4,78.31,9,1,0,3,0,3,0,0,3
5,85.71,9,0,0,0,0,0,1,0,0
3,64.12,2,4,1,2,0,0,0,0,2
4,96.18,0,0,1,3,3,0,0,0,3
3,82.74,7,2,1,0,0,0,2,2,0
2,91.21,7,2,1,0,3,3,0,0,3
3,91.78,3,2,0,3,0,0,3,3,0
2,70.26,6,4,1,0,0,0,0,0,1
0,81.17,3,3,0,3,0,0,0,3,3
3,98.42,2,2,0,0,3,3,3,0,0
4,63.59,6,2,1,2,2,0,0,0,0
2,87.32,5,0,1,0,2,2,0,0,0
4,98.49,0,0,1,0,1,0,0,0,0
1,72.02,8,3,1,0,1,0,0,0,0
2,94.46,1,3,1,0,3,0,0,3,3
3,97.35,2,3,1,3,0,3,3,0,0
2,89.88,4,3,0,0,0,3,3,3,0
4,69.25,2,0,0,2,0,2,0,0,0
0,73.36,2,2,1,0,0,0,0,1,0
2,61.43,7,0,1,3,3,0,0,0,3
3,93.26,3,1,1,0,1,0,0,0,0
1,93.98,9,1,1,3,0,3,0,3,0
5,85.31,1,2,1,0,0,1,0,0,0
0,74.1,4,3,0,2,0,0,0,0,2
1,63.07,1,2,0,3,0,3,3,0,0
2,90.12,9,1,0,3,3,0,0,3,0
4,89.06,7,2,1,3,3,0,0,0,3
4,96.5,2,3,1,0,2,0,0,2,0
3,89.22,1,0,1,0,0,0,0,1,0
4,93.15,2,3,0,1,0,0,0,0,0
0,89.84,2,0,1,0,3,3,3,0,0
4,85.23,0,1,1,0,0,0,1,0,0
3,77.08,2,4,0,3,0,0,3,0,3
5,96.08,2,2,1,0,3,3,0,3,0
2,86.04,3,4,0,2,2,0,0,0,0
2,75.93,7,3,0,0,0,2,2,0,0
4,63.34,8,0,1,0,0,0,0,0,1
1,71.63,0,3,1,0,1,0,0,0,0
2,81.75,0,3,1,3,0,3,0,3,0
5,71.03,5,1,0,0,2,0,2,0,0
4,68.85,0,3,0,3,0,0,3,3,0
3,81.1,4,2,0,0,1,0,0,0,0
5,66.79,0,1,1,0,0,1,0,0,0
4,92.02,7,4,0,0,3,3,0,3,0
5,79.37,4,3,1,3,0,0,0,3,3
2,82.95,5,4,0,0,0,1,0,0,0
3,65.9,3,2,0,0,3,3,0,3,0
4,72.98,7,2,0,0,0,0,3,3,3
0,76.4,8,2,1,0,0,0,1,0,0
3,92.33,8,4,1,0,0,0,2,0,2
0,90.81,0,4,0,1,0,0,0,0,0
5,68.92,6,0,1,0,0,3,0,3,3
1,84.65,3,1,1,0,0,0,1,0,0
3,69.74,9,3,1,0,2,0,2,0,0
5,99.53,7,1,0,0,0,2,2,0,0
0,98.08,6,2,0,0,2,0,0,0,2
2,82.53,0,3,1,0,0,3,3,0,3
2,87.96,0,0,0,0,3,3,0,3,0
1,92.06,0,1,1,0,0,1,0,0,0
3,88.84,1,2,0,0,0,0,0,0,1
3,87.99,9,3,1,0,0,1,0,0,0
3,98.34,1,3,1,0,0,3,3,0,3
5,83.86,8,2,0,0,0,2,2,0,0
1,85.45,4,4,1,0,0,0,2,2,0
3,93.97,0,1,1,2,0,0,0,0,2
5,86.8,6,3,1,3,0,3,3,0,0
2,89.32,9,4,1,0,0,0,0,0,1
0,69.37,1,0,1,3,0,3,3,0,0
5,74.85,2,3,1,0,1,0,0,0,0
2,65.89,3,3,0,0,3,3,0,0,3
2,80.23,2,0,0,0,3,3,3,0,0
0,78.23,2,0,0,0,0,2,0,0,2
2,99.89,8,3,1,2,0,0,0,2,0
1,84.45,3,2,0,0,0,3,0,3,3
0,91.46,7,0,1,0,0,0,1,0,0
2,73.36,0,4,1,0,1,0,0,0,0
4,93.26,5,0,1,3,0,0,0,3,3
5,84.6,0,3,0,0,0,0,3,3,3
2,87.88,4,3,1,0,2,2,0,0,0
1,71.78,6,1,0,0,2,0,0,2,0
3,81.95,0,4,1,2,0,2,0,0,0
2,85.36,8,1,0,0,0,0,0,1,0
3,83.56,8,0,1,0,0,0,1,0,0
4,96.61,5,1,1,3,0,0,3,0,3
2,95.93,1,3,0,0,0,0,1,0,0
0,98.84,1,2,1,0,2,0,2,0,0
3,86.7,8,0,0,0,0,0,2,0,2
4,98.88,3,3,0,0,3,3,0,3,0
0,93.3,5,0,1,2,0,2,0,0,0
0,70.83,9,1,0,0,2,0,2,0,0
0,77.1,1,1,0,3,3,0,3,0,0
0,69.54,3,0,1,0,0,3,0,3,3
2,60.17,1,0,1,0,3,3,3,0,0
5,67.52,2,1,0,1,0,0,0,0,0
2,60.16,1,0,1,0,3,0,0,3,3
2,88.79,7,1,1,0,3,3,0,0,3
4,77.02,4,0,1,3,3,0,3,0,0
4,72.5,4,2,1,1,0,0,0,0,0
5,90.47,7,0,0,2,0,0,2,0,0
4,93.3,7,0,1,2,0,0,0,0,2
1,99.01,6,3,1,0,3,3,0,0,3
5,85.68,4,2,0,3,0,0,0,3,3
4,78.46,6,1,0,0,2,0,0,2,0
5,72.21,0,1,0,0,1,0,0,0,0
2,68.89,2,4,0,0,0,0,0,1,0
2,68.52,2,2,0,0,0,0,1,0,0
5,76.37,1,2,0,0,0,0,0,1,0
1,99.67,5,0,0,3,0,0,3,0,3
1,60.03,2,3,0,1,0,0,0,0,0
5,67.89,3,1,1,3,0,3,3,0,0
4,67.54,2,1,1,0,2,0,2,0,0
3,88.68,6,3,1,3,3,0,0,3,0
1,74.1,3,3,1,3,0,3,0,3,0
0,78.29,4,2,0,0,0,3,3,0,3
2,65.94,6,3,0,0,3,0,3,3,0
5,76.2,3,3,0,3,0,3,3,0,0
0,64.13,5,0,1,0,0,0,0,1,0
5,81.32,8,2,0,0,0,2,2,0,0
2,63.92,5,4,0,2,0,0,0,2,0
2,91.62,4,4,1,2,0,2,0,0,0
1,82.66,0,1,1,0,0,0,0,2,2
1,88.96,7,3,0,0,0,3,3,3,0
0,76.74,4,0,1,2,0,0,0,0,2
5,75.26,4,3,1,0,0,2,0,0,2
2,63.93,2,1,1,0,1,0,0,0,0
0,80.95,9,3,0,3,0,3,3,0,0
3,80.58,1,4,0,0,2,0,2,0,0
0,78.72,0,2,1,1,0,0,0,0,0
4,89.62,8,3,0,3,0,0,0,3,3
0,93.3,4,4,1,0,0,0,1,0,0
4,90.03,9,4,0,0,2,0,0,0,2
4,65.75,3,1,1,0,2,0,0,2,0
4,84.88,6,2,1,0,2,2,0,0,0
3,63.21,3,1,0,0,0,0,0,2,2
0,87.78,1,0,1,1,0,0,0,0,0
0,75.27,8,2,0,0,0,2,0,2,0
3,65.3,7,0,0,3,0,3,3,0,0
2,94.48,3,2,1,1,0,0,0,0,0
1,84.56,7,4,0,0,0,1,0,0,0
0,74.19,8,0,1,3,0,3,0,0,3
1,61.23,1,2,0,0,2,0,0,0,2
5,81.49,3,2,0,2,0,2,0,0,0
5,96.93,5,0,1,3,0,0,0,3,3
3,83.86,6,2,1,3,0,3,3,0,0
5,98.87,4,1,0,2,2,0,0,0,0
5,65.46,9,1,1,0,0,0,0,0,1
2,82.73,9,0,0,0,3,3,0,3,0
2,91.93,6,4,0,0,0,2,0,2,0
2,81.02,3,3,1,2,0,0,0,0,2
5,63.64,7,0,1,0,0,1,0,0,0
3,83.32,2,0,0,3,0,3,0,0,3
4,84.47,2,0,0,1,0,0,0,0,0
4,89.15,4,0,0,2,0,0,2,0,0
1,90.45,5,1,1,0,3,3,0,0,3
4,90.83,2,0,0,2,0,0,2,0,0
4,86.54,9,4,0,0,0,0,0,1,0
2,68.63,1,3,0,0,0,0,0,1,0
2,76.17,4,3,1,0,0,1,0,0,0
5,91.05,9,4,1,0,0,0,2,2,0
1,98.14,5,0,1,0,0,3,0,3,3
0,63.16,2,3,0,0,0,0,2,2,0
1,81.42,6,1,0,2,0,0,0,0,2
1,72.5,2,3,1,2,0,0,0,2,0
3,69.02,1,4,0,0,0,2,2,0,0
5,80.23,9,3,0,0,1,0,0,0,0
3,84.24,3,4,0,0,3,3,0,0,3
1,60.39,2,0,1,0,0,0,0,0,1
1,91.21,6,3,1,3,3,3,0,0,0
1,92.8,7,4,0,0,2,0,0,2,0
4,98.62,2,1,1,0,3,3,3,0,0
3,67.23,5,1,1,0,0,0,1,0,0
1,83.78,0,2,1,0,3,3,3,0,0
2,77.07,4,3,1,0,0,1,0,0,0
5,73.39,1,0,0,0,0,0,0,2,2
5,82.63,0,2,0,0,0,1,0,0,0
2,91.3,6,3,0,0,0,0,2,2,0
5,60.92,9,1,0,0,0,0,0,1,0
4,98.78,3,0,1,1,0,0,0,0,0
4,92.4,4,1,0,0,0,0,2,0,2
0,90.05,1,3,1,0,3,3,3,0,0
0,90.42,7,0,0,2,2,0,0,0,0
0,75.56,9,0,1,0,0,0,1,0,0
5,90.06,2,2,0,0,2,0,0,2,0
4,75.47,6,0,1,0,0,0,0,2,2
4,95.95,0,3,0,0,2,0,0,0,2
4,67.09,9,4,0,3,0,3,0,0,3
2,71.69,0,4,1,0,0,1,0,0,0
4,82.05,6,0,1,0,0,0,0,1,0
2,72.77,0,4,0,0,1,0,0,0,0
0,76.97,8,3,0,0,3,3,0,0,3
0,79.7,8,2,1,0,0,0,2,0,2
5,94.25,7,1,0,1,0,0,0,0,0
0,80.93,7,1,1,0,0,0,0,0,1
5,74.5,3,3,1,0,2,0,0,0,2
1,69.91,3,2,1,0,2,0,0,2,0
1,76.35,4,3,0,0,0,3,3,3,0
3,80.63,8,0,0,0,2,0,0,0,2
5,89.84,2,2,1,0,3,0,3,0,3
3,64.84,3,4,0,0,1,0,0,0,0
3,68.86,9,0,1,0,0,2,2,0,0
1,75.19,4,4,1,0,2,0,0,2,0
5,74.42,6,0,1,0,1,0,0,0,0
1,75.67,4,0,1,0,3,0,3,3,0
3,91.74,8,0,0,0,3,3,3,0,0
5,72.97,5,0,1,3,0,0,3,3,0
3,80.08,2,2,0,0,3,0,3,0,3
4,84.96,5,2,1,3,0,3,3,0,0
5,69.29,5,0,1,0,0,1,0,0,0
5,88.75,9,3,0,1,0,0,0,0,0
3,81.88,0,0,1,0,3,0,3,0,3
4,77.87,6,0,0,2,0,0,0,2,0
2,92.39,2,3,0,2,0,0,0,2,0
1,69.74,0,3,1,0,2,0,2,0,0
3,95.33,0,0,0,0,0,1,0,0,0
5,82.44,4,1,1,0,3,3,0,0,3
1,84.37,9,1,1,0,0,0,1,0,0
1,95.0,9,3,1,0,1,0,0,0,0
1,92.7,1,0,0,0,1,0,0,0,0
2,84.06,1,4,1,2,0,0,2,0,0
0,90.13,3,4,0,3,0,3,0,3,0
3,77.33,9,0,1,3,3,0,3,0,0
0,81.9,6,0,1,0,0,0,2,0,2
0,62.48,7,0,0,0,0,1,0,0,0
0,63.59,9,4,1,0,0,1,0,0,0
1,93.18,6,4,0,0,0,3,3,3,0
4,62.39,8,3,0,3,0,0,3,0,3
1,66.78,6,2,1,0,0,2,0,0,2
1,91.83,3,3,0,0,0,0,3,3,3
5,60.05,8,3,0,0,0,1,0,0,0
5,71.3,8,1,0,0,0,0,1,0,0
0,83.36,2,3,1,0,0,0,0,0,1
1,83.82,9,3,1,0,1,0,0,0,0
0,91.09,7,3,1,0,0,0,0,0,1
5,80.24,0,3,1,0,0,0,0,0,1
4,80.38,1,2,0,0,1,0,0,0,0
3,89.01,7,1,0,0,0,1,0,0,0
0,79.94,7,4,1,0,3,0,0,3,3
4,84.34,5,0,1,0,3,0,3,0,3
3,95.91,7,4,0,0,1,0,0,0,0
2,76.06,7,1,0,3,0,3,0,0,3
0,75.41,1,3,0,0,3,0,0,3,3
0,60.14,2,4,0,0,0,3,0,3,3
2,84.54,6,3,1,0,3,3,0,0,3
2,61.19,2,2,0,0,0,0,1,0,0
0,80.17,1,2,0,3,0,0,3,3,0
2,92.17,5,1,1,0,0,3,3,0,3
1,82.0,1,4,0,0,0,2,0,0,2
3,70.79,1,2,1,0,0,2,2,0,0
3,91.45,1,1,1,3,3,3,0,0,0
3,70.79,3,1,1,0,1,0,0,0,0
1,89.32,6,1,0,3,0,3,0,0,3
2,84.41,5,4,0,2,0,0,0,2,0
4,66.8,4,4,1,1,0,0,0,0,0
2,96.21,3,1,1,0,0,1,0,0,0
0,68.03,1,0,0,0,0,0,1,0,0
5,99.58,7,4,0,0,2,2,0,0,0
3,60.29,1,4,0,0,3,0,0,3,3
2,70.54,7,0,0,0,0,1,0,0,0
4,67.99,9,4,1,0,2,0,2,0,0
0,60.56,3,4,0,0,0,0,0,1,0
1,89.29,4,2,0,0,0,0,0,1,0
1,87.74,0,0,0,2,0,2,0,0,0
4,91.69,1,2,1,3,0,3,0,3,0
0,70.27,7,0,0,0,3,0,3,3,0
3,77.77,0,0,1,2,0,0,0,2,0
2,86.36,2,0,1,0,0,0,0,1,0
0,77.59,1,4,1,0,0,3,3,3,0
1,87.89,9,1,0,0,0,0,0,0,1
4,85.36,4,3,1,0,1,0,0,0,0
4,64.59,3,1,1,0,3,0,3,3,0
2,91.24,3,4,1,0,3,0,0,3,3
4,88.83,3,4,0,0,0,1,0,0,0
4,86.23,3,3,1,2,0,0,2,0,0
0,66.2,3,4,1,0,0,0,0,0,1
3,70.72,5,0,0,2,0,2,0,0,0
2,75.73,1,2,1,0,0,0,0,1,0
0,71.2,3,2,1,0,3,0,0,3,3
3,69.11,6,0,1,0,0,0,0,1,0
0,92.21,6,1,0,0,0,0,1,0,0
5,85.53,0,2,0,0,0,0,2,2,0
0,82.62,9,0,1,0,0,2,0,2,0
4,69.04,8,1,0,0,0,0,0,1,0
3,96.72,6,2,0,1,0,0,0,0,0
2,67.65,5,0,1,0,0,2,0,0,2
2,91.8,1,2,1,3,0,3,0,0,3
3,98.67,5,2,1,3,3,0,0,3,0
4,89.08,4,2,1,0,0,0,0,1,0
1,99.71,8,3,1,0,0,0,0,1,0
0,86.04,0,1,1,0,0,0,0,2,2
4,68.7,4,2,1,0,3,0,0,3,3
5,68.15,2,0,0,0,0,0,0,1,0
3,72.98,8,3,1,3,3,3,0,0,0
0,60.29,0,4,1,0,0,3,3,0,3
2,87.27,5,4,0,3,0,3,0,0,3
1,70.75,2,1,1,0,3,0,0,3,3
5,92.61,0,0,1,2,0,0,0,0,2
2,74.37,2,3,1,0,2,0,0,2,0
3,79.2,1,0,1,0,0,1,0,0,0
0,98.63,9,3,1,0,3,3,0,0,3
3,69.69,7,3,1,2,2,0,0,0,0
0,88.85,2,4,0,0,0,0,0,1,0
4,90.2,6,1,0,3,0,3,0,0,3
1,68.84,9,1,0,0,0,0,0,0,1
4,80.04,5,0,0,0,0,1,0,0,0
4,74.01,6,3,1,0,2,0,0,0,2
3,90.88,6,3,0,2,2,0,0,0,0
1,84.9,9,2,1,3,0,0,3,0,3
0,79.04,0,1,1,0,1,0,0,0,0
0,91.17,3,3,0,1,0,0,0,0,0
5,69.41,3,0,0,2,0,0,2,0,0
2,90.14,4,4,1,3,0,3,3,0,0
5,94.61,9,4,1,0,0,0,2,2,0
5,95.14,4,1,0,3,0,3,3,0,0
0,91.35,7,1,1,0,0,3,0,3,3
3,76.32,3,2,1,0,0,1,0,0,0
4,99.27,0,1,1,0,0,0,0,0,1
4,75.18,4,3,1,3,0,3,0,3,0
4,85.55,0,3,1,0,0,0,0,0,1
1,66.44,2,3,1,0,0,2,0,0,2
0,99.22,7,3,0,0,0,2,2,0,0
3,88.16,9,2,1,0,2,2,0,0,0
1,90.14,4,1,1,0,0,0,0,1,0
2,62.63,6,1,0,0,3,3,0,3,0
3,90.54,0,1,1,0,2,0,0,2,0
5,90.99,5,2,1,3,0,0,0,3,3
3,86.87,7,2,0,0,3,0,3,3,0
3,71.68,5,3,0,0,0,2,2,0,0
4,79.59,3,2,0,0,0,1,0,0,0
3,64.42,7,2,1,0,0,2,0,2,0
5,78.86,7,0,1,0,0,0,0,1,0
5,69.75,5,3,0,0,0,0,1,0,0
0,73.96,7,3,1,0,2,2,0,0,0
3,66.5,5,0,1,0,2,2,0,0,0
4,69.2,3,1,0,3,0,0,3,0,3
3,63.06,5,0,0,0,2,0,0,0,2
2,96.8,8,0,0,0,2,0,0,2,0
2,81.22,7,0,0,0,0,2,0,2,0
4,75.87,6,2,0,0,1,0,0,0,0
0,81.4,4,0,0,0,0,0,1,0,0
0,85.13,6,4,0,0,0,0,1,0,0
5,96.88,0,0,1,0,0,0,0,1,0
5,67.15,7,1,1,2,2,0,0,0,0
1,71.82,4,1,1,0,3,0,3,0,3
4,99.03,6,1,1,3,3,3,0,0,0
3,74.85,6,0,0,0,0,0,2,2,0
4,60.9,7,3,0,0,2,2,0,0,0
1,65.91,6,1,1,0,0,0,2,2,0
5,61.05,5,0,0,1,0,0,0,0,0
4,99.6,5,1,0,0,1,0,0,0,0
4,71.15,4,2,0,3,0,0,3,3,0
5,96.94,4,2,1,2,0,0,0,0,2
1,99.84,3,0,1,0,0,2,0,2,0
5,83.99,6,1,1,2,2,0,0,0,0
0,61.33,2,1,1,0,0,0,0,0,1
3,63.26,4,4,0,0,0,0,0,1,0
5,79.26,2,1,0,0,0,0,0,0,1
1,76.25,7,3,1,0,0,3,0,3,3
2,84.25,4,2,1,0,0,2,2,0,0
0,77.55,9,1,0,0,0,0,0,1,0
2,97.36,5,3,1,0,0,0,1,0,0
5,81.39,0,0,1,0,0,0,0,0,1
0,87.75,3,2,1,0,0,0,1,0,0
3,95.86,8,0,1,0,1,0,0,0,0
5,65.87,4,1,0,0,0,1,0,0,0
3,69.19,0,0,1,0,0,0,2,2,0
4,64.29,3,2,1,3,0,0,3,3,0
2,65.59,5,0,0,0,0,0,0,1,0
0,80.5,6,0,0,0,0,0,0,2,2
3,72.85,6,0,0,0,0,0,0,0,1
1,76.93,7,3,0,2,0,0,2,0,0
3,99.3,4,3,0,0,0,0,0,0,1
1,66.27,5,1,0,0,2,0,0,0,2
5,81.63,1,0,0,0,1,0,0,0,0
0,63.95,9,3,0,3,0,0,0,3,3
3,72.74,1,2,0,0,0,3,3,3,0
3,81.1,2,2,0,0,0,0,1,0,0
0,97.87,3,0,1,2,0,0,2,0,0
3,75.65,5,1,0,0,0,0,0,0,1
1,62.6,5,3,0,0,0,1,0,0,0
3,75.53,2,3,0,3,0,0,3,3,0
2,65.83,0,3,1,0,3,3,3,0,0
5,69.2,2,1,0,0,0,3,3,0,3
4,84.72,3,4,0,0,0,2,0,0,2
1,62.7,8,3,1,0,0,0,2,0,2
2,78.59,9,0,0,2,0,0,0,2,0
5,84.38,7,3,0,0,0,1,0,0,0
0,76.87,3,3,1,0,0,3,3,3,0
1,60.77,6,4,0,3,3,0,0,3,0
4,99.42,8,0,0,0,0,1,0,0,0
5,74.68,1,0,0,0,0,0,2,2,0
4,91.14,2,0,0,2,0,0,0,2,0
0,73.03,0,3,0,0,0,2,0,0,2
0,79.0,7,3,0,0,0,0,0,1,0
1,75.54,1,2,0,0,0,0,2,0,2
3,73.7,6,4,1,0,2,0,0,2,0
0,60.87,6,0,1,0,1,0,0,0,0
5,74.4,2,0,0,2,0,0,0,0,2
3,95.58,1,2,0,2,0,2,0,0,0
2,87.62,2,3,0,0,0,0,1,0,0
4,65.82,7,2,0,0,0,0,0,2,2
3,83.65,8,2,1,2,2,0,0,0,0
4,95.69,7,3,0,3,3,3,0,0,0
3,88.0,1,1,1,0,2,0,2,0,0
2,65.95,8,4,1,0,0,0,0,2,2
0,94.71,5,1,1,3,3,0,3,0,0
2,72.06,1,1,0,0,2,0,0,2,0
0,78.16,8,4,0,0,3,3,0,3,0
0,81.05,4,1,0,0,0,3,3,3,0
4,94.02,5,3,1,0,0,0,0,0,1
5,97.26,0,1,0,0,0,2,2,0,0
2,97.19,1,1,0,0,0,2,0,2,0
3,60.32,0,1,0,2,0,0,0,2,0
2,96.88,3,3,0,2,2,0,0,0,0
4,62.18,1,2,0,3,0,0,3,3,0
0,70.63,0,0,0,0,0,1,0,0,0
4,80.6,2,4,1,3,0,0,3,3,0
1,79.2,3,4,1,1,0,0,0,0,0
1,84.19,3,3,0,0,0,0,0,2,2
3,79.18,2,0,1,2,0,0,2,0,0
4,97.38,1,1,1,0,1,0,0,0,0
3,69.62,7,4,0,3,0,0,0,3,3
3,70.96,9,1,0,0,0,0,2,2,0
1,96.83,1,3,1,1,0,0,0,0,0
3,63.07,4,3,1,0,1,0,0,0,0
1,84.38,6,3,1,0,0,0,0,0,1
0,87.27,8,2,1,3,0,0,3,3,0
4,80.22,2,3,1,0,0,0,0,0,1
3,87.77,0,1,1,2,0,2,0,0,0
1,66.91,8,2,1,0,0,1,0,0,0
2,94.11,0,1,1,0,1,0,0,0,0
3,65.6,7,3,1,0,2,0,0,0,2
5,76.03,1,2,0,0,3,3,0,3,0
0,63.01,6,0,1,0,0,0,0,0,1
0,81.81,2,3,1,0,0,0,0,2,2
2,86.79,5,2,0,3,3,3,0,0,0
1,97.65,5,2,1,0,0,3,0,3,3
3,89.57,3,2,0,1,0,0,0,0,0
1,81.64,7,4,1,0,0,2,0,0,2
0,97.3,4,2,1,0,0,0,0,0,1
1,79.14,6,0,0,2,2,0,0,0,0
0,82.45,4,3,0,3,3,3,0,0,0
